"id","f00","condition","rank_1","rank_2","rank_3","rank_4","eveTopleft","eveTopright","eveDownleft","eveDownright","presentation_order","if_ties","logical_pass","error_type","rank A-B-nichtB-nichtA","rank A-nicht-A-nicht-B-B","rank A-B-nicht-A-nicht-B","rank B-A-nicht-B-nicht-A","rank B-A-nicht-A-nicht-B","rank nicht-A-nicht-B-B-A","rank nicht-A-A-nicht-B-B","get_logic"
"ID_XGS73O0XJA","16","edge","impl1_neg","impl4_neg","impl4_pos","impl1_pos","impl1_neg","impl4_pos","impl1_pos","impl4_neg","a_B_A_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","17","edge","impl3_neg","impl2_neg","impl2_pos","impl3_pos","impl3_pos","impl2_neg","impl3_neg","impl2_pos","A_b_a_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","18","middle","indiff3_pos","indiff12_pos","indiff12_neg","indiff3_neg","indiff3_pos","indiff12_pos","indiff12_neg","indiff3_neg","A_B_b_a",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","19","edge","plau2_pos","plau3_pos","plau3_neg","plau2_neg","plau2_neg","plau2_pos","plau3_neg","plau3_pos","a_A_b_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","20","middle","indiff11_pos","indiff4_neg","indiff4_pos","indiff11_neg","indiff11_pos","indiff4_neg","indiff4_pos","indiff11_neg","A_b_B_a",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","21","middle","indiff1_pos","indiff6_pos","indiff6_neg","indiff1_neg","indiff6_neg","indiff1_pos","indiff6_pos","indiff1_neg","a_B_A_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","22","edge","impl3_neg","impl1_neg","impl1_pos","impl3_pos","impl3_neg","impl3_pos","impl1_neg","impl1_pos","a_A_b_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","23","edge","plau2_pos","plau1_pos","plau1_neg","plau2_neg","plau2_pos","plau1_pos","plau2_neg","plau1_neg","A_B_a_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","24","edge","plau5_pos","impl4_neg","impl4_pos","plau5_neg","plau5_neg","impl4_pos","plau5_pos","impl4_neg","a_B_A_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_XGS73O0XJA","25","middle","indiff6_pos","indiff2_pos","indiff2_neg","indiff6_neg","indiff2_pos","indiff6_pos","indiff2_neg","indiff6_neg","A_B_a_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ID_G80GTXPS9B","1","edge","plau6_pos","plau2_pos","plau2_neg","plau6_neg","plau2_pos","plau6_pos","plau2_neg","plau6_neg","A_B_a_b",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","2","edge","plau2_pos","impl5_neg","impl5_pos","plau2_neg","impl5_pos","plau2_neg","impl5_neg","plau2_pos","A_b_a_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","3","middle","indiff11_neg","indiff8_neg","indiff11_pos","indiff8_pos","indiff8_neg","indiff11_pos","indiff11_neg","indiff8_pos","a_B_b_A",4,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","4","edge","impl3_neg","impl1_neg","impl1_pos","impl3_pos","impl1_pos","impl3_neg","impl1_neg","impl3_pos","A_b_a_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","5","middle","indiff12_neg","indiff7_neg","indiff12_pos","indiff7_pos","indiff7_pos","indiff12_pos","indiff7_neg","indiff12_neg","A_B_a_b",4,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","6","edge","plau6_pos","impl4_neg","impl4_pos","plau6_neg","impl4_pos","plau6_neg","plau6_pos","impl4_neg","A_b_B_a",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","7","middle","indiff9_pos","indiff10_neg","indiff10_pos","indiff9_neg","indiff9_neg","indiff9_pos","indiff10_pos","indiff10_neg","a_A_B_b",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","8","middle","indiff7_neg","indiff7_pos","indiff4_pos","indiff4_neg","indiff4_pos","indiff7_pos","indiff7_neg","indiff4_neg","A_B_b_a",4,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","9","edge","plau1_pos","plau3_pos","plau3_neg","plau1_neg","plau1_neg","plau3_neg","plau1_pos","plau3_pos","a_b_A_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","10","middle","indiff6_neg","indiff10_neg","indiff10_pos","indiff6_pos","indiff6_neg","indiff10_neg","indiff6_pos","indiff10_pos","a_b_A_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","11","edge","plau4_pos","impl6_neg","impl6_pos","plau4_neg","plau4_neg","impl6_pos","impl6_neg","plau4_pos","a_B_b_A",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","12","edge","plau5_pos","plau1_pos","plau5_neg","plau1_neg","plau5_pos","plau1_neg","plau5_neg","plau1_pos","A_b_a_B",4,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","14","middle","indiff2_neg","indiff11_neg","indiff11_pos","indiff2_pos","indiff11_neg","indiff11_pos","indiff2_neg","indiff2_pos","a_A_b_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","15","edge","plau4_pos","plau3_pos","plau3_neg","plau4_neg","plau4_neg","plau4_pos","plau3_neg","plau3_pos","a_A_b_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","16","middle","indiff6_neg","indiff12_neg","indiff12_pos","indiff6_pos","indiff6_pos","indiff6_neg","indiff12_neg","indiff12_pos","A_a_b_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","17","edge","impl3_neg","impl2_neg","impl2_pos","impl3_pos","impl2_pos","impl3_neg","impl2_neg","impl3_pos","A_b_a_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","18","middle","indiff3_neg","indiff1_pos","indiff3_pos","indiff1_neg","indiff3_neg","indiff3_pos","indiff1_pos","indiff1_neg","a_A_B_b",4,1,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","19","edge","plau5_pos","impl2_neg","impl2_pos","plau5_neg","impl2_neg","plau5_neg","plau5_pos","impl2_pos","a_b_B_A",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","20","middle","indiff9_pos","indiff3_neg","indiff3_pos","indiff9_neg","indiff3_neg","indiff9_neg","indiff9_pos","indiff3_pos","a_b_B_A",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","21","edge","impl5_neg","impl4_neg","impl4_pos","impl5_pos","impl4_neg","impl5_pos","impl5_neg","impl4_pos","a_B_b_A",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","22","edge","impl6_neg","impl1_neg","impl1_pos","impl6_pos","impl6_neg","impl1_neg","impl1_pos","impl6_pos","a_b_B_A",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","23","middle","indiff5_neg","indiff1_pos","indiff1_neg","indiff5_pos","indiff5_pos","indiff5_neg","indiff1_neg","indiff1_pos","A_a_b_B",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","24","middle","indiff5_neg","indiff2_neg","indiff2_pos","indiff5_pos","indiff2_neg","indiff2_pos","indiff5_pos","indiff5_neg","a_A_B_b",4,0,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_G80GTXPS9B","25","middle","indiff8_neg","indiff8_pos","indiff4_neg","indiff4_pos","indiff8_pos","indiff4_neg","indiff4_pos","indiff8_neg","A_b_B_a",4,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","1","edge","impl6_neg","impl3_neg","impl3_pos","impl6_pos","impl6_pos","impl6_neg","impl3_neg","impl3_pos","A_a_b_B",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","2","edge","impl2_pos","impl2_neg","impl1_neg","impl1_pos","impl2_neg","impl1_pos","impl2_pos","impl1_neg","a_B_A_b",4,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","3","edge","plau1_pos","impl5_pos","plau1_neg","impl5_neg","plau1_neg","impl5_pos","plau1_pos","impl5_neg","a_B_A_b",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","4","edge","plau3_pos","impl2_pos","impl2_neg","plau3_neg","plau3_pos","plau3_neg","impl2_pos","impl2_neg","A_a_B_b",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","5","middle","indiff3_pos","indiff3_neg","indiff1_pos","indiff1_neg","indiff1_pos","indiff3_neg","indiff3_pos","indiff1_neg","A_b_B_a",4,1,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","6","edge","impl4_neg","impl5_neg","impl5_pos","impl4_pos","impl5_pos","impl4_neg","impl5_neg","impl4_pos","A_b_a_B",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","7","middle","indiff2_neg","indiff3_pos","indiff2_pos","indiff3_neg","indiff3_pos","indiff2_neg","indiff2_pos","indiff3_neg","A_b_B_a",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","8","middle","indiff1_pos","indiff10_pos","indiff1_neg","indiff10_neg","indiff1_neg","indiff10_pos","indiff10_neg","indiff1_pos","a_B_b_A",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","9","middle","indiff4_neg","indiff11_pos","indiff4_pos","indiff11_neg","indiff11_pos","indiff4_neg","indiff4_pos","indiff11_neg","A_b_B_a",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","10","edge","impl6_neg","plau5_pos","impl6_pos","plau5_neg","plau5_pos","impl6_neg","plau5_neg","impl6_pos","A_b_a_B",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","11","middle","indiff2_neg","indiff12_neg","indiff2_pos","indiff12_pos","indiff2_pos","indiff12_neg","indiff2_neg","indiff12_pos","A_b_a_B",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","12","edge","plau2_pos","plau1_pos","plau1_neg","plau2_neg","plau2_neg","plau1_pos","plau2_pos","plau1_neg","a_B_A_b",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","14","middle","indiff10_pos","indiff4_pos","indiff4_neg","indiff10_neg","indiff10_pos","indiff4_pos","indiff10_neg","indiff4_neg","A_B_a_b",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","15","edge","plau4_pos","plau2_pos","plau2_neg","plau4_neg","plau2_neg","plau4_pos","plau4_neg","plau2_pos","a_B_b_A",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","16","middle","indiff7_neg","indiff5_neg","indiff5_pos","indiff7_pos","indiff5_pos","indiff7_neg","indiff5_neg","indiff7_pos","A_b_a_B",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","17","edge","impl1_neg","plau6_pos","plau6_neg","impl1_pos","impl1_pos","impl1_neg","plau6_pos","plau6_neg","A_a_B_b",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","18","edge","impl4_neg","impl3_neg","impl4_pos","impl3_pos","impl4_neg","impl3_pos","impl3_neg","impl4_pos","a_B_b_A",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","19","edge","plau3_pos","plau6_pos","plau6_neg","plau3_neg","plau3_neg","plau3_pos","plau6_neg","plau6_pos","a_A_b_B",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","20","middle","indiff7_neg","indiff12_pos","indiff12_neg","indiff7_pos","indiff12_neg","indiff7_pos","indiff7_neg","indiff12_pos","a_B_b_A",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","21","middle","indiff9_pos","indiff11_pos","indiff11_neg","indiff9_neg","indiff11_neg","indiff11_pos","indiff9_neg","indiff9_pos","a_A_b_B",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","22","middle","indiff9_pos","indiff8_pos","indiff8_neg","indiff9_neg","indiff8_neg","indiff9_pos","indiff9_neg","indiff8_pos","a_B_b_A",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","23","middle","indiff8_pos","indiff6_pos","indiff8_neg","indiff6_neg","indiff6_pos","indiff8_pos","indiff6_neg","indiff8_neg","A_B_a_b",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","24","middle","indiff5_neg","indiff6_pos","indiff5_pos","indiff6_neg","indiff6_neg","indiff6_pos","indiff5_pos","indiff5_neg","a_A_B_b",4,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_W15YXLE4QF","25","edge","plau4_pos","plau5_pos","plau5_neg","plau4_neg","plau5_pos","plau5_neg","plau4_pos","plau4_neg","A_a_B_b",4,0,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","1","edge","plau4_pos","plau2_pos","plau2_neg","plau4_neg","plau2_neg","plau4_neg","plau2_pos","plau4_pos","a_b_A_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","2","edge","impl5_neg","plau3_pos","plau3_neg","impl5_pos","plau3_pos","impl5_neg","plau3_neg","impl5_pos","A_b_a_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","3","middle","indiff8_neg","indiff7_pos","indiff7_neg","indiff8_pos","indiff7_pos","indiff8_pos","indiff8_neg","indiff7_neg","A_B_b_a",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","4","middle","indiff6_neg","indiff4_neg","indiff4_pos","indiff6_pos","indiff6_pos","indiff4_neg","indiff6_neg","indiff4_pos","A_b_a_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","5","middle","indiff5_pos","indiff10_pos","indiff5_neg","indiff10_neg","indiff5_pos","indiff5_neg","indiff10_pos","indiff10_neg","A_a_B_b",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","6","middle","indiff3_pos","indiff12_pos","indiff12_neg","indiff3_neg","indiff12_pos","indiff12_neg","indiff3_pos","indiff3_neg","A_a_B_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","7","middle","indiff10_pos","indiff1_pos","indiff1_neg","indiff10_neg","indiff1_neg","indiff1_pos","indiff10_neg","indiff10_pos","a_A_b_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","10","edge","impl3_neg","impl5_neg","impl5_pos","impl3_pos","impl5_pos","impl3_neg","impl5_neg","impl3_pos","A_b_a_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","11","edge","plau2_pos","plau1_pos","plau1_neg","plau2_neg","plau1_pos","plau1_neg","plau2_neg","plau2_pos","A_a_b_B",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","14","edge","plau4_pos","plau6_pos","plau4_neg","plau6_neg","plau4_neg","plau6_neg","plau4_pos","plau6_pos","a_b_A_B",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","16","edge","impl1_neg","plau1_pos","plau1_neg","impl1_pos","plau1_pos","impl1_pos","plau1_neg","impl1_neg","A_B_a_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","17","middle","indiff2_neg","indiff2_pos","indiff9_pos","indiff9_neg","indiff2_neg","indiff9_neg","indiff9_pos","indiff2_pos","a_b_B_A",4,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","19","middle","indiff4_neg","indiff1_pos","indiff4_pos","indiff1_neg","indiff4_neg","indiff4_pos","indiff1_pos","indiff1_neg","a_A_B_b",4,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","20","middle","indiff5_pos","indiff2_neg","indiff2_pos","indiff5_neg","indiff2_pos","indiff2_neg","indiff5_pos","indiff5_neg","A_a_B_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","21","edge","plau5_pos","plau3_pos","plau3_neg","plau5_neg","plau5_pos","plau5_neg","plau3_pos","plau3_neg","A_a_B_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","22","middle","indiff7_pos","indiff11_pos","indiff11_neg","indiff7_neg","indiff11_pos","indiff7_neg","indiff7_pos","indiff11_neg","A_b_B_a",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","23","edge","impl4_neg","impl6_neg","impl6_pos","impl4_pos","impl6_neg","impl4_pos","impl6_pos","impl4_neg","a_B_A_b",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","24","edge","impl4_neg","plau6_pos","plau6_neg","impl4_pos","plau6_pos","impl4_neg","impl4_pos","plau6_neg","A_b_B_a",4,0,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_LISU7ZNRJB","25","middle","indiff3_pos","indiff3_neg","indiff8_pos","indiff8_neg","indiff3_neg","indiff3_pos","indiff8_pos","indiff8_neg","a_A_B_b",4,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"ID_EY5MYDEAMH","1","edge","plau4_pos","impl2_neg","impl2_pos","plau4_neg","impl2_pos","plau4_neg","plau4_pos","impl2_neg","A_b_B_a",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","2","edge","plau3_pos","plau1_pos","plau1_neg","plau3_neg","plau3_pos","plau3_neg","plau1_pos","plau1_neg","A_a_B_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","3","edge","plau6_pos","plau2_pos","plau2_neg","plau6_neg","plau2_neg","plau2_pos","plau6_neg","plau6_pos","a_A_b_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","4","edge","impl3_neg","impl1_neg","impl1_pos","impl3_pos","impl3_pos","impl3_neg","impl1_neg","impl1_pos","A_a_b_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","5","middle","indiff4_neg","indiff3_neg","indiff4_pos","indiff3_pos","indiff3_neg","indiff3_pos","indiff4_neg","indiff4_pos","a_A_b_B",4,1,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","6","middle","indiff1_pos","indiff2_pos","indiff2_neg","indiff1_neg","indiff2_pos","indiff1_neg","indiff2_neg","indiff1_pos","A_b_a_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","7","edge","plau4_pos","plau5_pos","plau5_neg","plau4_neg","plau4_neg","plau4_pos","plau5_neg","plau5_pos","a_A_b_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","8","edge","plau5_pos","plau1_pos","plau1_neg","plau5_neg","plau1_neg","plau5_neg","plau1_pos","plau5_pos","a_b_A_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","9","middle","indiff6_pos","indiff3_neg","indiff3_pos","indiff6_neg","indiff3_pos","indiff3_neg","indiff6_neg","indiff6_pos","A_a_b_B",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"ID_EY5MYDEAMH","10","edge","plau6_pos","impl5_neg","impl5_pos","plau6_neg","plau6_neg","impl5_pos","plau6_pos","impl5_neg","a_B_A_b",4,0,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
